Component 1: Combined Fluid Force Magnitude,Component 1: Combined Fluid Torque Magnitude,Component 1: Pressure Force,Component 1: Shear Force,Component 1: Volume,Component 1: X Combined Fluid Force,Component 1: X Combined Fluid Torque About Reference Point,Component 1: X Pressure Force,Component 1: X Shear Force,Component 1: Y Combined Fluid Force,Component 1: Y Combined Fluid Torque About Reference Point,Component 1: Y Pressure Force,Component 1: Y Shear Force,Component 1: Z Combined Fluid Force,Component 1: Z Combined Fluid Torque About Reference Point,Component 1: Z Pressure Force,Component 1: Z Shear Force,Diagnostics: % Parallel Efficiency,Diagnostics: Accumulated Fluid Mass Source,Diagnostics: Convective Volume Error,Diagnostics: Convective Volume Error; % Lost,Diagnostics: Elapsed Clock Time,Diagnostics: Elapsed Clock Time Per Time Step,Diagnostics: Fluid 1 Volume Net Influx,Diagnostics: Free Surface Time-step Limit,Diagnostics: Interblock Boundary Volume Error,Diagnostics: Interblock Boundary Volume Error; % Lost,Diagnostics: Maximum Pressure Residual,Diagnostics: Pressure Convergence Criterion,Diagnostics: Pressure Iteration Count,Diagnostics: Pressure Relaxation Factor,Diagnostics: Time-step Size,Diagnostics: Time-step Stability Limit,Diagnostics: Viscous Time-step Limit,Diagnostics: Volumetric Convective Time-step Limit,Diagnostics: X-direction Convective Time-step Limit,Diagnostics: Y-direction Convective Time-step Limit,Diagnostics: Z-direction Convective Time-step Limit,Fill Fraction,Fluid Center Of Mass X-coordinate,Fluid Center Of Mass Y-coordinate,Fluid Center Of Mass Z-coordinate,Fluid Surface Area,History Probe 1: Dynamic Viscosity,History Probe 1: Fluid Velocity Magnitude,History Probe 1: Fluid X-velocity,History Probe 1: Fluid Y-velocity,History Probe 1: Fluid Z-velocity,History Probe 1: Fraction Of Fluid,History Probe 1: Pressure,History Probe 1: Probe Velocity Magnitude,History Probe 1: Probe X-velocity,History Probe 1: Probe Y-velocity,History Probe 1: Probe Z-velocity,History Probe 1: Strain Rate Magnitude,History Probe 1: Turbulence Intensity; %,History Probe 1: Turbulent Dissipation,History Probe 1: Turbulent Energy,History Probe 1: X-coordinate,History Probe 1: Y-coordinate,History Probe 1: Z-coordinate,Mass-averaged Fluid Mean Kinetic Energy,Mass-averaged Turbulent Buoyant Production,Mass-averaged Turbulent Dissipation,Mass-averaged Turbulent Kinetic Energy,Mass-averaged Turbulent Shear Production,Maximum Fluid #1 Velocity,Maximum Fluid Surface Velocity,Mesh Block 1, Ymax: Fluid #1 Volume Flow Rate,Mesh Block 1, Ymin: Fluid #1 Elevation,Mesh Block 1, Ymin: Fluid #1 Volume Flow Rate,Mesh Block 1, Ymin: Specified Turbulent Dissipation,Mesh Block 1, Ymin: Specified Turbulent Energy,Mesh Block 1, Ymin: Specified X-velocity Of Current,Mesh Block 1, Ymin: Specified Y-velocity Of Current,Mesh Block 1, Ymin: Specified Z-velocity Of Current,Mesh Block 1, Zmax: Fluid #1 Volume Flow Rate,Mesh Block 1, Zmax: Specified Fluid Fraction,Mesh Block 1, Zmax: Specified Pressure,Mesh Block 1, Zmax: Specified Turbulent Dissipation,Mesh Block 1, Zmax: Specified Turbulent Energy,Mesh Block 1, Zmax: Specified X-velocity,Mesh Block 1, Zmax: Specified Y-velocity,Mesh Block 2, Xmax: Fluid #1 Volume Flow Rate,Mesh Block 2, Xmin: Fluid #1 Volume Flow Rate,Mesh Block 2, Ymax: Fluid #1 Volume Flow Rate,Mesh Block 2, Ymin: Fluid #1 Volume Flow Rate,Mesh Block 2, Zmax: Fluid #1 Volume Flow Rate,Mesh Block 2, Zmax: Specified Fluid Fraction,Mesh Block 2, Zmax: Specified Pressure,Mesh Block 2, Zmax: Specified Turbulent Dissipation,Mesh Block 2, Zmax: Specified Turbulent Energy,Mesh Block 2, Zmax: Specified X-velocity,Mesh Block 2, Zmax: Specified Y-velocity,NumberOfMeshBlocks,Probe Particles,Time,Total Fluid Mass,Total Number Of Particles,Volume Of Fluid #1
110.774,39.3067,110.76,0.0143064,0.00188898,-0.012872,-24.1135,-0.0128829,1.09008e-05,110.774,-0.00221793,110.76,0.0139896,-0.002994,31.0412,7.21225e-16,-0.002994,89.1716,1.17412,3.20577e-07,1.59607e-05,478.702,45.026,0.00117647,0.00921075,2.85466e-07,1.42127e-05,0.012609,0.0133057,22,1,0.00676403,0.00676403,0.042053,0.0135559,0.0676403,0.00676403,0.0158178,0.478942,0.28,4.09761,0.218189,4.60935,0.0126166,0.0409061,0.000229079,0.0335805,-0.0233582,1,2460.73,0,0,0,0,0.944163,0.0410688,9.75914e-16,3.99328e-10,0.28,4.03,0.25,0.00236758,0,4.46098e-07,9.12877e-08,2.02679e-06,0.307302,0.341222,0.0113303,0.46142,0.0269349,3.16228e-19,1.83716e-13,0,0,0,0,0,0,3.16228e-19,1.83716e-13,0,0,0,0,0.00229307,0,0,0,0,3.16228e-19,1.83716e-13,0,0,,1,0.00676403,2004.44,1,2.00846
3.97853,1.33124,3.97701,0.0023412,0.00188898,0.0019166,0.718127,0.00188032,3.62752e-05,-3.97853,0.00209872,-3.97701,-0.00152013,-0.0017802,-1.12093,5.67686e-16,-0.0017802,95.2018,-411.431,-0.00153658,-0.0712053,29507.8,4.854,-0.412255,0.00921638,0.000197649,0.00915907,0.0184837,0.0278619,3,1,0.00314494,0.00314494,0.00890067,0.00683402,0.0102777,0.00736987,0.00314494,0.378852,0.280002,4.08193,0.172951,4.67575,0.111874,0.0434151,-0.00213143,0.012266,-0.0415917,0.999306,828.141,0,0,0,0,0.499486,34.2351,5.72851e-05,0.000263876,0.28,4.03,0.25,0.00225142,0,5.78469e-05,8.8593e-05,0.000116245,1.41717,1.35362,0.00468994,0.437401,0.000662753,3.16228e-19,1.83716e-13,0,0,0,0,0,0,3.16228e-19,1.83716e-13,0,0,0,0,-0.000648792,0,0,0,0,3.16228e-19,1.83716e-13,0,0,,1,18.7659,1585.55,1,1.58873
3.97261,1.30167,3.97199,0.00197037,0.00188898,-0.00713384,0.723569,-0.00715154,1.76963e-05,-3.9726,0.000357526,-3.97198,-0.00062183,-0.00186959,-1.08203,5.67903e-16,-0.00186959,97.6914,-411.342,-0.00153914,-0.0713248,29468.4,5.56,-0.412166,0.00915391,0.000195673,0.00906761,0.0147794,0.0278619,4,1,0.00309674,0.00309674,0.00896874,0.00663413,0.0112479,0.00749903,0.00309674,0.378878,0.280001,4.08151,0.172958,4.67819,0.0872784,0.0490912,-0.00208829,0.0172809,-0.0459016,0.999313,841.77,0,0,0,0,0.646116,33.2444,5.42927e-05,0.000258959,0.28,4.03,0.25,0.00234311,0,5.40141e-05,8.7901e-05,0.000115267,1.42534,1.34328,0.0065163,0.438871,0.00228343,3.16228e-19,1.83716e-13,0,0,0,0,0,0,3.16228e-19,1.83716e-13,0,0,0,0,-0.000448038,0,0,0,0,3.16228e-19,1.83716e-13,0,0,,1,18.741,1585.66,1,1.58883
3.94818,1.3408,3.94586,0.00289842,0.00188898,0.00866649,0.705436,0.00862333,4.316e-05,-3.94817,0.00326533,-3.94585,-0.00231307,-0.00174605,-1.14022,5.67414e-16,-0.00174605,97.8601,-411.495,-0.00153529,-0.0711456,29541.3,4.79,-0.41232,0.00912842,0.000199248,0.00923315,0.0178416,0.0278619,3,1,0.00310649,0.00310649,0.00888291,0.00665537,0.00989765,0.00737606,0.00310649,0.378832,0.280002,4.08246,0.172944,4.67242,0.12571,0.0384886,-0.00217629,0.0079031,-0.0376055,0.999304,817.785,0,0,0,0,0.369756,34.9214,6.01564e-05,0.000268326,0.28,4.03,0.25,0.00220029,0,5.99186e-05,8.91311e-05,0.000116997,1.42407,1.40162,0.00310738,0.436165,-0.000397001,3.16228e-19,1.83716e-13,0,0,0,0,0,0,3.16228e-19,1.83716e-13,0,0,0,0,-0.000818024,0,0,0,0,3.16228e-19,1.83716e-13,0,0,,1,18.7874,1585.47,1,1.58864
3.93291,1.26537,3.9331,0.00197825,0.00188898,-0.0143878,0.719273,-0.0143851,-2.63891e-06,-3.93288,-0.00100528,-3.93308,0.000193954,-0.00196872,-1.04107,5.67972e-16,-0.00196872,98.7353,-411.257,-0.00154231,-0.0714737,29433.3,4.706,-0.412081,0.0091423,0.000193882,0.00898486,0.0156378,0.0278619,3,1,0.00313207,0.00313207,0.00973515,0.00660109,0.0116671,0.00761071,0.00313207,0.378901,0.280001,4.08133,0.172962,4.68124,0.0737609,0.0536937,-0.00205507,0.021674,-0.0490819,0.999321,853.932,0,0,0,0,0.771851,32.377,5.25049e-05,0.000255929,0.28,4.03,0.25,0.00244145,0,4.98266e-05,8.7245e-05,9.76771e-05,1.42122,1.34025,0.00808618,0.440176,0.00372157,3.16228e-19,1.83716e-13,0,0,0,0,0,0,3.16228e-19,1.83716e-13,0,0,0,0,-0.000270878,0,0,0,0,3.16228e-19,1.83716e-13,0,0,,1,18.7193,1585.75,1,1.58893
3.89401,1.33932,3.89086,0.00360453,0.00188898,0.014546,0.687734,0.0145033,4.26313e-05,-3.89399,0.00415982,-3.89083,-0.00315548,-0.00174177,-1.14925,5.67102e-16,-0.00174177,98.0948,-411.543,-0.00153456,-0.0711119,29575.1,4.008,-0.412367,0.00912965,0.000200708,0.00930082,0.0230622,0.029255,2,1,0.00292736,0.00292736,0.00843846,0.00618207,0.00881896,0.00741493,0.00292736,0.378815,0.280002,4.08311,0.172937,4.66586,0.123926,0.0336946,-0.00222069,0.00354204,-0.0334342,0.999277,808.779,0,0,0,0,0.24035,35.3631,6.25612e-05,0.000271751,0.28,4.03,0.25,0.00217306,0,6.11688e-05,8.9611e-05,0.000121091,1.5063,1.42857,0.00154368,0.434977,-0.00134653,3.16228e-19,1.83716e-13,0,0,0,0,0,0,3.16228e-19,1.83716e-13,0,0,0,0,-0.000980544,0,0,0,0,3.16228e-19,1.83716e-13,0,0,,1,18.8086,1585.39,1,1.58857
3.82972,1.19484,3.83085,0.00238246,0.00188898,-0.0255769,0.703002,-0.0255523,-2.45785e-05,-3.82963,-0.00346177,-3.83076,0.00112803,-0.00209835,-0.966136,5.67921e-16,-0.00209835,97.3296,-411.161,-0.00154623,-0.0716584,29397.6,4.784,-0.411985,0.0091327,0.000191927,0.00889464,0.0276417,0.0278619,3,1,0.00336543,0.00336543,0.0105665,0.00712784,0.00921039,0.00746458,0.00336543,0.378926,0.280001,4.0813,0.172965,4.68344,0.063814,0.0583792,-0.00202248,0.0263396,-0.0520602,0.999313,870.057,0,0,0,0,0.902564,31.4844,5.12599e-05,0.00025377,0.28,4.03,0.25,0.00256006,0,4.66942e-05,8.6625e-05,8.29358e-05,1.32639,1.29836,0.00971889,0.441574,0.00526141,3.16228e-19,1.83716e-13,0,0,0,0,0,0,3.16228e-19,1.83716e-13,0,0,0,0,-8.56997e-05,0,0,0,0,3.16228e-19,1.83716e-13,0,0,,1,18.6964,1585.86,1,1.58904
3.80002,1.31932,3.79588,0.00450104,0.00188898,0.0189921,0.661902,0.0189575,3.45326e-05,-3.79998,0.00459502,-3.79583,-0.004146,-0.00175182,-1.14125,5.66755e-16,-0.00175182,97.6969,-411.575,-0.00153207,-0.0709968,29614.2,4.802,-0.4124,0.00913745,0.000202121,0.00936635,0.0297486,0.0307178,3,1,0.00280105,0.00280105,0.00936901,0.00610443,0.00811849,0.00750087,0.00280105,0.378799,0.280002,4.08396,0.172928,4.63961,0.122012,0.0290044,-0.00226601,-0.00110035,-0.0288948,0.999242,799.526,0,0,0,0,0.111504,35.6162,6.51837e-05,0.000275307,0.28,4.03,0.25,0.00217031,0,6.22225e-05,9.01052e-05,0.000125258,1.52331,1.56936,-0.000122126,0.433738,-0.00234424,3.16228e-19,1.83716e-13,0,0,0,0,0,0,3.16228e-19,1.83716e-13,0,0,0,0,-0.00115131,0,0,0,0,3.16228e-19,1.83716e-13,0,0,,1,18.8314,1585.33,1,1.58851
3.76198,1.20369,3.76365,0.00234253,0.00188898,-0.0220065,0.723603,-0.0220263,1.9821e-05,-3.76192,-0.00276891,-3.76359,0.00167135,-0.00164123,-0.961899,5.67069e-16,-0.00164123,98.0592,-311.339,-0.001071,-0.0504537,22641.1,5.816,-0.311963,0.0091508,0.000165802,0.0078108,0.0141608,0.0247726,4,1,0.00364532,0.0036587,0.0109324,0.0077348,0.00600903,0.00933431,0.0036587,0.403543,0.279999,4.06459,0.184197,4.63226,0.0317821,0.0484055,-0.00284063,0.0373759,-0.0306279,0.999342,1013.44,0,0,0,0,1.16567,14.2293,1.65093e-05,0.000144172,0.28,4.03,0.25,0.00712058,0,1.55368e-05,4.66013e-05,3.33054e-05,1.20006,1.11042,0.0149612,0.434927,-0.00158778,3.16228e-19,1.83716e-13,0,0,0,0,0,0,3.16228e-19,1.83716e-13,0,0,0,0,-0.000998502,0,0,0,0,3.16228e-19,1.83716e-13,0,0,,1,14.2495,1688.89,1,1.69227
3.74376,1.21773,3.74433,0.00152206,0.00188898,-0.0154059,0.71739,-0.0154477,4.17658e-05,-3.74373,-0.00184294,-3.7443,0.000568914,-0.00141112,-0.983976,5.66674e-16,-0.00141112,96.819,-311.676,-0.0010699,-0.0504021,22677.8,5.832,-0.3123,0.00918546,0.000167104,0.00787214,0.0176904,0.0247726,4,1,0.00368104,0.00368104,0.0108638,0.00674936,0.00753007,0.00904606,0.00368104,0.403456,0.279999,4.06618,0.184146,4.62375,0.0347866,0.0420254,-0.00289965,0.0332031,-0.0255983,0.999306,1003.09,0,0,0,0,1.04203,14.0978,1.64401e-05,0.000143794,0.28,4.03,0.25,0.00723499,0,1.58141e-05,4.67794e-05,3.18328e-05,1.17408,1.15565,0.0136177,0.433727,-0.00264199,3.16228e-19,1.83716e-13,0,0,0,0,0,0,3.16228e-19,1.83716e-13,0,0,0,0,-0.00119283,0,0,0,0,3.16228e-19,1.83716e-13,0,0,,1,14.2716,1688.52,1,1.6919
